Accession Planting,Inventory Date,Status,Condition,Inventory Note,Measurement Date,Height,Height Unit,DBH,DBH Unit,Measurement Note
1980-0369-01-1,2/26/2018 15:20,Alive,Excellent,"Saguaro Inventory 2018, VN, 2/26/18.",,,,,,
1980-0369-01-1,3/29/2019 19:33,Alive,Good,"Saguaro Inventory 2019, VN, 2/15/19",,,,,,
1980-0279-01-4,7/9/2012 0:00,Alive,,NOTE: This inventory date was found to be invalid during import and was modified.,,,,,,
1980-0279-01-4,3/23/2016 18:28,Dead,,This plant has not been found for several saguaro inventories, VN," 3/23/16.""""",,,,
1980-0279-01-3,,,,,2/26/2020 13:55,16.7,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
1980-0279-01-3,,,,,2/25/2015 0:00,14.6,feet,,feet,0 arms. 0 buds.
1980-0279-01-3,,,,,4/6/2013 16:13,13.5,feet,18,feet,0 arms. JBT
1980-0279-01-3,3/17/1999 0:00,Alive,,PLANT,,,,,,
1980-0279-01-3,11/28/2012 12:17,Alive,,PLANT,,,,,,
1980-0279-01-3,4/6/2013 0:00,Alive,Good,Not caged. JBT.,,,,,,
1980-0279-01-3,10/7/2013 17:08,Alive,Good,Not caged. JBT.,,,,,,
1980-0279-01-3,2/26/2015 0:00,Alive,Good,No cage. No herbivory.,,,,,,
1980-0279-01-3,3/23/2017 20:32,Alive,Good,"No cage. No herbivory. Undated. Saguaro Inventory 2017, Not caged, No herbivory, VN, 2/17/17.",,,,,,
1980-0279-01-3,2/26/2018 15:20,Alive,Good,"Saguaro Inventory 2018, VN, 2/26/18.",,,,,,
1980-0279-01-3,3/29/2019 19:30,Alive,Fair,"Saguaro Inventory 2019, VN, 2/15/19",,,,,,
1980-0279-01-2,11/3/2011 0:00,Alive,,"Found while looking for another plant, 3 feet tall.",,,,,,
1980-0279-01-2,3/23/2016 18:28,Dead,,This plant has not been found for several saguaro inventories, VN," 3/23/16.""""",,,,
1980-0279-01-1,7/9/2012 0:00,Dead,,NOTE: This inventory date was found to be invalid during import and was modified.,,,,,,
1980-0278-01-3,,,,,2/26/2020 13:55,14,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
1980-0278-01-3,,,,,2/27/2015 0:00,386,centimeters,,centimeters,0 arms. 0 buds.
1980-0278-01-3,6/1/1997 0:00,Alive,,,,,,,,
1980-0278-01-3,11/28/2012 12:17,Alive,,,,,,,,
1980-0278-01-3,5/13/2013 0:00,Alive,Excellent,Not caged. VN.,,,,,,
1980-0278-01-3,10/7/2013 17:09,Alive,Excellent,Not caged. VN.,,,,,,
1980-0278-01-3,2/26/2015 0:00,Alive,Good,Not caged. Old herbivory.,,,,,,
1980-0278-01-3,3/23/2017 20:32,Alive,Excellent,"Not caged. Old herbivory. Undated. Saguaro Inventory 2017, Not caged, Healed herbivory, VN, 2/17/17.",,,,,,
1980-0278-01-3,2/26/2018 15:20,Alive,Excellent,"Saguaro Inventory 2018, VN, 2/26/18.",,,,,,
1980-0278-01-3,3/29/2019 19:31,Alive,Excellent,"Saguaro Inventory 2019, VN, 2/15/19",,,,,,
1980-0278-01-2,,,,,5/13/2013 11:35,4,feet,,feet,0 arms. VN.
1980-0278-01-2,5/6/1996 0:00,Alive,,,,,,,,
1980-0278-01-2,9/10/1996 0:00,Alive,,,,,,,,
1980-0278-01-2,3/28/1998 0:00,Alive,,,,,,,,
1980-0278-01-2,3/28/1999 0:00,Alive,Good,,,,,,,
1980-0278-01-2,5/13/2013 0:00,Alive,Excellent,Not caged. VN.,,,,,,
1980-0278-01-2,5/13/2013 18:45,Alive,Excellent,Not caged. VN.,,,,,,
1980-0278-01-2,10/8/2013 12:30,Alive,Excellent,Not caged. VN.,,,,,,
1980-0278-01-2,2/18/2015 0:00,Dead,,,,,,,,
1980-0278-01-1,3/26/1985 0:00,Dead,,,,,,,,
1980-0075-01-5,,,,,2/26/2020 13:41,10,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
1980-0075-01-5,,,,,2/25/2015 0:00,9.1,feet,,feet,0 arms. 0 buds.
1980-0075-01-5,,,,,2/25/2013 21:16,8.4,feet,17.5,feet,0 arms. Sg&cs
1980-0075-01-5,2/18/2013 0:00,Alive,,,,,,,,
1980-0075-01-5,2/25/2013 0:00,Alive,Fair,Not caged.  Lots of healed damage at bottom. Sg&cs,,,,,,
1980-0075-01-5,3/12/2013 10:50,Alive,,,,,,,,
1980-0075-01-5,3/16/2013 13:00,Alive,Fair,Not caged.  Lots of healed damage at bottom. Sg&cs,,,,,,
1980-0075-01-5,10/8/2013 11:19,Alive,Fair,Not caged.  Lots of healed damage at bottom. Sg&cs,,,,,,
1980-0075-01-5,2/26/2015 0:00,Alive,Fair,No cage. Old herbivory.,,,,,,
1980-0075-01-5,3/23/2017 20:32,Alive,Fair,"No cage. Old herbivory. Undated. Saguaro Inventory 2017, Not caged, Healed herbivory, VN, 2/17/17.",,,,,,
1980-0075-01-5,2/26/2018 15:20,Alive,Fair,"Saguaro Inventory 2018, VN, 2/26/18.",,,,,,
1980-0075-01-5,3/29/2019 19:34,Alive,Fair,"Saguaro Inventory 2019, VN, 2/15/19",,,,,,
1980-0075-01-4,,,,,2/26/2020 13:41,13.1,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
1980-0075-01-4,,,,,2/25/2015 0:00,11.2,feet,,feet,0 arms. 0 buds.
1980-0075-01-4,,,,,2/25/2013 21:39,10.4,feet,17.6,feet,0 arms. ahp Sg&cs
1980-0075-01-4,3/17/1999 0:00,Alive,,,,,,,,
1980-0075-01-4,4/19/2011 0:00,Alive,,checked when vouchering,,,,,,
1980-0075-01-4,11/28/2012 12:17,Alive,,checked when vouchering,,,,,,
1980-0075-01-4,1/13/2013 23:45,Alive,,checked when vouchering,,,,,,
1980-0075-01-4,3/16/2013 13:00,Alive,Good,Not caged. 15 inch wide band of rabbit damage at base. The condition of the plant is good above this damage. ahp,,,,,,
1980-0075-01-4,10/8/2013 11:19,Alive,Good,Not caged. 15 inch wide band of rabbit damage at base. The condition of the plant is good above this damage. ahp,,,,,,
1980-0075-01-4,2/26/2015 0:00,Alive,Good,No cage. Old herbivory.,,,,,,
1980-0075-01-4,3/23/2017 20:32,Alive,Excellent,"No cage. Old herbivory. Undated. Saguaro Inventory 2017, Not caged, No herbivory, VN, 2/17/17.",,,,,,
1980-0075-01-4,2/26/2018 15:20,Alive,Good,"Saguaro Inventory 2018, VN, 2/26/18.",,,,,,
1980-0075-01-4,3/29/2019 19:34,Alive,Good,"Saguaro Inventory 2019, VN, 2/15/19",,,,,,
1980-0075-01-3,,,,,2/26/2020 13:55,15,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
1980-0075-01-3,,,,,2/25/2015 0:00,13.35,feet,,feet,1 arm. 0 buds.
1980-0075-01-3,,,,,4/6/2013 16:08,13,feet,14.3,feet,1 arm.  JBT
1980-0075-01-3,3/17/1999 0:00,Alive,,,,,,,,
1980-0075-01-3,11/28/2012 12:17,Alive,,,,,,,,
1980-0075-01-3,4/6/2013 0:00,Alive,Good,Not caged.  JBT.,,,,,,
1980-0075-01-3,10/7/2013 17:08,Alive,Good,Not caged.  JBT.,,,,,,
1980-0075-01-3,2/26/2015 0:00,Alive,Good,Not caged.  Old herbivory.,,,,,,
1980-0075-01-3,3/23/2017 20:32,Alive,Excellent,"Not caged.  Old herbivory. Undated. Saguaro Inventory 2017, Not caged, Healed herbivory, VN, 2/17/17.",,,,,,
1980-0075-01-3,2/26/2018 15:20,Alive,Good,"Saguaro Inventory 2018, VN, 2/26/18.",,,,,,
1980-0075-01-3,3/29/2019 19:30,Alive,Fair,"Saguaro Inventory 2019, VN, 2/15/19",,,,,,
1980-0075-01-2,7/9/2012 0:00,Dead,,NOTE: This inventory date was found to be invalid during import and was modified.,,,,,,
1980-0075-01-1,7/28/1994 0:00,Dead,,,,,,,,
1979-0360-01-1,12/31/1997 0:00,Alive,,,,,,,,
1979-0360-01-1,9/15/2008 0:00,Alive,,,,,,,,
1979-0360-01-1,11/20/2008 0:00,Alive,,,,,,,,
1979-0360-01-1,8/1/2011 0:00,Dead,,,,,,,,
1979-0359-01-1,,,,,2/26/2020 13:52,18.4,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
1979-0359-01-1,,,,,2/26/2015 0:00,16.9,feet,,feet,2 arms. 0 buds.
1979-0359-01-1,,,,,1/10/2013 10:54,16.9,feet,14.7,feet,2 arms. sg&cs
1979-0359-01-1,12/31/1997 0:00,Alive,,,,,,,,
1979-0359-01-1,9/15/2008 0:00,Alive,,,,,,,,
1979-0359-01-1,11/28/2012 12:16,Alive,,,,,,,,
1979-0359-01-1,1/10/2013 0:00,Alive,Excellent,Not caged. Slight split at bottom but healed. 1 bird hole. sg&cs,,,,,,
1979-0359-01-1,7/8/2013 0:00,Alive,Excellent,Not caged. Slight split at bottom but healed. 1 bird hole. sg&cs,,,,,,
1979-0359-01-1,7/9/2013 4:30,Alive,Excellent,Not caged. Slight split at bottom but healed. 1 bird hole. sg&cs,,,,,,
1979-0359-01-1,10/7/2013 17:05,Alive,Excellent,Not caged. Slight split at bottom but healed. 1 bird hole. sg&cs,,,,,,
1979-0359-01-1,2/26/2015 0:00,Alive,Excellent,Not caged. No herbivory.,,,,,,
1979-0359-01-1,2/26/2015 22:46,Alive,Excellent,Not caged. No herbivory.,,,,,,
1979-0359-01-1,3/21/2016 18:29,Alive,Good,"Not caged. No herbivory. Undated. Inventoried during 2016 saguaro inventory, Not caged, No herbivory, VN, 2/24/16.",,,,,,
1979-0359-01-1,3/23/2017 20:32,Alive,Good,"Not caged. No herbivory. Undated. Inventoried during 2016 saguaro inventory, Not caged, No herbivory, VN, 2/24/16. Saguaro Inventory 2017, Not caged, No herbivory, VN, 2/17/17.",,,,,,
1979-0359-01-1,10/18/2017 23:46,Alive,Good,"Not caged. No herbivory. Undated. Inventoried during 2016 saguaro inventory, Not caged, No herbivory, VN, 2/24/16. Saguaro Inventory 2017, Not caged, No herbivory, VN, 2/17/17.",,,,,,
1979-0359-01-1,2/26/2018 15:20,Alive,Good,"Saguaro Inventory 2018, VN, 2/26/18.",,,,,,
1979-0359-01-1,3/19/2018 15:03,Alive,Good,"Saguaro Inventory 2018, VN, 2/26/18.",,,,,,
1979-0359-01-1,3/29/2019 19:29,Alive,Fair,"Saguaro Inventory 2019, VN, 2/15/19",,,,,,
1979-0358-01-1,,,,,2/26/2020 13:53,8.7,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
1979-0358-01-1,,,,,2/19/2015 0:00,7.8,feet,,feet,0 arms. 0 buds.
1979-0358-01-1,,,,,12/2/2012 13:11,7.4,feet,7.2,feet,"0 arms, dl."
1979-0358-01-1,12/31/1997 0:00,Alive,,,,,,,,
1979-0358-01-1,5/15/2008 0:00,Alive,,,,,,,,
1979-0358-01-1,11/1/2009 0:00,Alive,,,,,,,,
1979-0358-01-1,2/17/2010 0:00,Alive,,Inventoried,,,,,,
1979-0358-01-1,11/29/2012 0:00,Alive,Fair,"Inventoried, uncaged, scorched, dl.",,,,,,
1979-0358-01-1,10/7/2013 17:06,Alive,Fair,"Inventoried, uncaged, scorched, dl.",,,,,,
1979-0358-01-1,2/11/2015 0:01,Alive,Fair,"Inventoried, uncaged, scorched, dl.",,,,,,
1979-0358-01-1,2/19/2015 0:00,Alive,Fair,Not caged. No herbivory.,,,,,,
1979-0358-01-1,7/8/2015 22:31,Alive,Fair,Not caged. No herbivory.,,,,,,
1979-0358-01-1,3/21/2016 18:29,Alive,Good,"Not caged. No herbivory. Undated. Inventoried during 2016 saguaro inventory, Not caged, No herbivory, VN, 2/24/16.",,,,,,
1979-0358-01-1,3/23/2017 20:32,Alive,Good,"Not caged. No herbivory. Undated. Inventoried during 2016 saguaro inventory, Not caged, No herbivory, VN, 2/24/16. Saguaro Inventory 2017, Not caged, Healed herbivory, VN, 2/17/17.",,,,,,
1979-0358-01-1,2/26/2018 15:20,Alive,Good,"Saguaro Inventory 2018, VN, 2/26/18.",,,,,,
1979-0358-01-1,3/29/2019 19:29,Alive,Fair,"Saguaro Inventory 2019, VN, 2/15/19",,,,,,
1979-0328-01-1,12/31/1997 0:00,Alive,,,,,,,,
1979-0328-01-1,9/15/2008 0:00,Alive,,,,,,,,
1979-0328-01-1,2/14/2019 0:00,Dead,,Unable to locate in propagation during full garden saguaro inventory of Feb 2019,,,,,,
1979-0326-01-1,2/22/1993 0:00,Dead,,,,,,,,
1978-0604-01-1,7/9/2012 0:00,Dead,,NOTE: This inventory date was found to be invalid during import and was modified.,,,,,,
1978-0603-01-1,,,,,2/26/2020 13:53,21.5,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
1978-0603-01-1,,,,,2/27/2015 0:00,20.2,feet,,feet,6 arms. 0 buds.
1978-0603-01-1,,,,,1/9/2013 9:18,20,feet,21.1,feet,6 arms. sg&cs
1978-0603-01-1,6/26/1998 0:00,Alive,,,,,,,,
1978-0603-01-1,11/3/1998 0:00,Alive,,,,,,,,
1978-0603-01-1,8/26/2009 0:00,Alive,,Inventoried,,,,,,
1978-0603-01-1,3/28/2011 0:00,Alive,,Checked during sign inventory.,,,,,,
1978-0603-01-1,11/28/2012 12:16,Alive,,Checked during sign inventory.,,,,,,
1978-0603-01-1,12/17/2012 0:00,Alive,Excellent,Not caged. sg&cs,,,,,,
1978-0603-01-1,10/7/2013 17:05,Alive,Excellent,Not caged. sg&cs,,,,,,
1978-0603-01-1,11/17/2014 11:17,Alive,Excellent,Not caged. sg&cs,,,,,,
1978-0603-01-1,11/20/2014 0:00,Alive,Excellent,"Not caged. sg&cs.  Checked during full bed inventory for the Heritage Garden, November 2014.",,,,,,
1978-0603-01-1,2/26/2015 0:00,Alive,Good,Not caged. No herbivory.,,,,,,
1978-0603-01-1,7/9/2015 22:46,Alive,Good,Not caged. No herbivory.,,,,,,
1978-0603-01-1,3/21/2016 18:29,Alive,Good,"Not caged. No herbivory. Undated. Inventoried during 2016 saguaro inventory, Not caged, Healed herbivory, tag replaced, VN, 2/24/16.",,,,,,
1978-0603-01-1,3/23/2017 20:32,Alive,Fair,"Not caged. No herbivory. Undated. Inventoried during 2016 saguaro inventory, Not caged, Healed herbivory, tag replaced, VN, 2/24/16. Saguaro Inventory 2017, Not caged, No herbivory, VN, 2/17/17.",,,,,,
1978-0603-01-1,2/26/2018 15:20,Alive,Fair,"Saguaro Inventory 2018, VN, 2/26/18.",,,,,,
1978-0603-01-1,3/29/2019 19:29,Alive,Fair,"Saguaro Inventory 2019, VN, 2/15/19",,,,,,
1978-0542-01-9,,,,,2/26/2020 13:54,18.8,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
1978-0542-01-9,,,,,2/25/2015 0:00,17.85,feet,,feet,2 arms. 0 buds.
1978-0542-01-9,,,,,1/4/2013 17:07,16.7,feet,18.8,feet,2 arms. jbt.
1978-0542-01-9,5/24/1999 0:00,Alive,,,,,,,,
1978-0542-01-9,12/19/2005 0:00,Alive,,Inventoried/Retagged.,,,,,,
1978-0542-01-9,11/28/2012 12:17,Alive,,Inventoried/Retagged.,,,,,,
1978-0542-01-9,1/4/2013 0:00,Alive,Good,Not caged. jbt.,,,,,,
1978-0542-01-9,10/7/2013 17:08,Alive,Good,Not caged. jbt.,,,,,,
1978-0542-01-9,2/26/2015 0:00,Alive,Good,Not caged. No herbivory.,,,,,,
1978-0542-01-9,3/23/2017 20:32,Alive,Fair,"Not caged. No herbivory. Undated. Saguaro Inventory 2017, Not caged, Healed herbivory, VN, 2/17/17.",,,,,,
1978-0542-01-9,2/26/2018 15:20,Alive,Fair,"Saguaro Inventory 2018, VN, 2/26/18.",,,,,,
1978-0542-01-9,3/29/2019 19:30,Alive,Fair,"Saguaro Inventory 2019, VN, 2/15/19",,,,,,
1978-0542-01-8,,,,,2/26/2020 13:55,24.4,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
1978-0542-01-8,,,,,2/25/2015 0:00,22.6,feet,,feet,4 arms. 2 buds.
1978-0542-01-8,,,,,1/4/2013 17:10,21.9,feet,15.7,feet,4 arms and 1 bud. jbt.
1978-0542-01-8,5/24/1999 0:00,Alive,,,,,,,,
1978-0542-01-8,12/19/2005 0:00,Alive,,Inventoried/Retagged.,,,,,,
1978-0542-01-8,11/28/2012 12:17,Alive,,Inventoried/Retagged.,,,,,,
1978-0542-01-8,1/4/2013 0:00,Alive,Good,Not caged. Some damage at bottom. jbt.,,,,,,
1978-0542-01-8,10/7/2013 17:08,Alive,Good,Not caged. Some damage at bottom. jbt.,,,,,,
1978-0542-01-8,2/25/2015 0:00,Alive,Good,"Not caged. Old herbivory, JBT, 2/25/15.",,,,,,
1978-0542-01-8,3/23/2017 20:32,Alive,Fair,"Not caged. Old herbivory, JBT, 2/25/15. Saguaro Inventory 2017, Not caged, Healed herbivory, VN, 2/17/17.",,,,,,
1978-0542-01-8,2/26/2018 15:20,Alive,Fair,"Saguaro Inventory 2018, VN, 2/26/18.",,,,,,
1978-0542-01-8,3/29/2019 19:30,Alive,Fair,"Saguaro Inventory 2019, VN, 2/15/19",,,,,,
1978-0542-01-7,,,,,2/26/2020 13:54,21.3,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
1978-0542-01-7,,,,,2/25/2015 0:00,19.85,feet,,feet,11 arms. 0 buds.
1978-0542-01-7,,,,,4/6/2013 16:04,19.3,feet,16.3,feet,11 arms. Damage and hole in base.  JBT
1978-0542-01-7,5/24/1999 0:00,Alive,,,,,,,,
1978-0542-01-7,11/28/2012 12:16,Alive,,,,,,,,
1978-0542-01-7,4/6/2013 0:00,Alive,Good,Not caged.  JBT.,,,,,,
1978-0542-01-7,10/7/2013 17:07,Alive,Good,Not caged.  JBT.,,,,,,
1978-0542-01-7,2/26/2015 0:00,Alive,Good,No cage. No herbivory.,,,,,,
1978-0542-01-7,3/23/2017 20:32,Alive,Fair,"No cage. No herbivory. Undated. Saguaro Inventory 2017, Not caged, Healed herbivory, VN, 2/17/17.",,,,,,
1978-0542-01-7,2/26/2018 15:20,Alive,Fair,"Saguaro Inventory 2018, VN, 2/26/18.",,,,,,
1978-0542-01-7,3/29/2019 19:30,Alive,Poor,"Saguaro Inventory 2019, Small incipient wound, monitor quarterly, RP, 3/20/19.",,,,,,
1978-0542-01-6,,,,,2/26/2020 13:54,4.8,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
1978-0542-01-6,,,,,2/19/2015 0:00,54.25,inches,,inches,0 arms. 0 buds.
1978-0542-01-6,,,,,1/4/2013 17:13,4.3,feet,9.2,feet,0 arms. jbt.
1978-0542-01-6,5/24/1999 0:00,Alive,,,,,,,,
1978-0542-01-6,11/28/2012 12:17,Alive,,,,,,,,
1978-0542-01-6,1/4/2013 0:00,Alive,Good,Not caged. jbt.,,,,,,
1978-0542-01-6,10/7/2013 17:08,Alive,Good,Not caged. jbt.,,,,,,
1978-0542-01-6,2/19/2015 0:00,Alive,Good,Not caged. Old herbivory.,,,,,,
1978-0542-01-6,2/25/2015 0:01,Alive,Good,Not caged. Old herbivory.,,,,,,
1978-0542-01-6,3/23/2017 20:32,Alive,Good,"Not caged. Old herbivory. Undated. Saguaro Inventory 2017, Not caged, Healed herbivory, VN, 2/17/17.",,,,,,
1978-0542-01-6,2/26/2018 15:20,Alive,Excellent,"Saguaro Inventory 2018, VN, 2/26/18.",,,,,,
1978-0542-01-6,3/29/2019 19:30,Alive,Good,"Saguaro Inventory 2019, VN, 2/15/19",,,,,,
1978-0542-01-5,,,,,2/26/2020 13:54,19.3,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
1978-0542-01-5,,,,,2/25/2015 0:00,17.8,feet,,feet,4 arms. 0 buds.
1978-0542-01-5,,,,,1/4/2013 17:20,17.3,feet,17.6,feet,4 arms. jbt.
1978-0542-01-5,5/24/1999 0:00,Alive,,,,,,,,
1978-0542-01-5,11/28/2012 12:17,Alive,,,,,,,,
1978-0542-01-5,1/4/2013 0:00,Alive,Good,Not caged. Rabbit damage at base. jbt.,,,,,,
1978-0542-01-5,10/7/2013 17:08,Alive,Good,Not caged. Rabbit damage at base. jbt.,,,,,,
1978-0542-01-5,2/26/2015 0:00,Alive,Good,No cage. Old herbivory.,,,,,,
1978-0542-01-5,3/23/2017 20:32,Alive,Good,"No cage. Old herbivory. Undated. Saguaro Inventory 2017, Not caged, Healed herbivory, VN, 2/17/17.",,,,,,
1978-0542-01-5,2/26/2018 15:20,Alive,Fair,"Saguaro Inventory 2018, VN, 2/26/18.",,,,,,
1978-0542-01-5,3/29/2019 19:30,Alive,Fair,"Saguaro Inventory 2019, VN, 2/15/19",,,,,,
1978-0542-01-4,,,,,2/26/2020 13:43,19.7,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
1978-0542-01-4,,,,,2/25/2015 0:00,18.7,feet,,feet,2 arms. 0 buds.
1978-0542-01-4,5/24/1999 0:00,Alive,,,,,,,,
1978-0542-01-4,2/14/2015 23:19,Alive,,,,,,,,
1978-0542-01-4,2/26/2015 0:00,Alive,Good,No cage. No herbivory.,,,,,,
1978-0542-01-4,3/23/2017 20:32,Alive,Fair,"No cage. No herbivory. Undated. Saguaro Inventory 2017, Not caged, Healed herbivory, VN, 2/17/17.",,,,,,
1978-0542-01-4,2/26/2018 15:20,Alive,Good,"Saguaro Inventory 2018, VN, 2/26/18.",,,,,,
1978-0542-01-4,3/29/2019 19:35,Alive,Fair,"Saguaro Inventory 2019, VN, 2/15/19",,,,,,
1978-0542-01-3,,,,,2/26/2020 13:44,21.4,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
1978-0542-01-3,,,,,2/25/2015 0:00,20.2,feet,,feet,2 arms. 0 buds.
1978-0542-01-3,,,,,1/24/2013 22:39,18.9,feet,13.9,feet,2 arms. ahp
1978-0542-01-3,5/24/1999 0:00,Alive,,,,,,,,
1978-0542-01-3,1/24/2013 0:00,Alive,Good,Not caged.  Slight damage at base. ahp,,,,,,
1978-0542-01-3,3/12/2013 10:45,Alive,Good,Not caged.  Slight damage at base. ahp,,,,,,
1978-0542-01-3,10/7/2013 17:08,Alive,Good,Not caged.  Slight damage at base. ahp,,,,,,
1978-0542-01-3,2/25/2015 22:30,Alive,Good,Not caged.  Slight damage at base. ahp,,,,,,
1978-0542-01-3,2/26/2015 0:00,Alive,Good,No cage. Old herbivory.,,,,,,
1978-0542-01-3,6/2/2016 22:31,Alive,Good,No cage. Old herbivory.,,,,,,
1978-0542-01-3,3/23/2017 20:32,Alive,Good,"No cage. Old herbivory. Undated. Saguaro Inventory 2017, Not caged, Healed herbivory, VN, 2/17/17.",,,,,,
1978-0542-01-3,2/26/2018 15:20,Alive,Good,"Saguaro Inventory 2018, VN, 2/26/18.",,,,,,
1978-0542-01-3,3/29/2019 19:36,Alive,Fair,"Saguaro Inventory 2019, VN, 2/15/19",,,,,,
1978-0542-01-2,5/24/1999 0:00,Alive,,,,,,,,
1978-0542-01-2,3/23/2016 18:28,Dead,,This plant has not been found for several saguaro inventories, VN," 3/23/16.""""",,,,
1978-0542-01-18,,,,,2/26/2020 13:54,16.5,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
1978-0542-01-18,,,,,2/25/2015 0:00,15.3,feet,,feet,0 arms. 0 buds.
1978-0542-01-18,,,,,1/4/2013 17:22,14.1,feet,16.3,feet,0 arms. jbt.
1978-0542-01-18,6/25/1999 0:00,Alive,,,,,,,,
1978-0542-01-18,11/28/2012 12:17,Alive,,,,,,,,
1978-0542-01-18,1/4/2013 0:00,Alive,Good,Not caged. jbt.,,,,,,
1978-0542-01-18,10/7/2013 17:08,Alive,Good,Not caged. jbt.,,,,,,
1978-0542-01-18,2/26/2015 0:00,Alive,Good,Not caged. Old herbivory.,,,,,,
1978-0542-01-18,3/23/2017 20:32,Alive,Good,"Not caged. Old herbivory. Undated. Saguaro Inventory 2017, Not caged, Healed herbivory, VN, 2/17/17.",,,,,,
1978-0542-01-18,2/26/2018 15:20,Alive,Excellent,"Saguaro Inventory 2018, VN, 2/26/18.",,,,,,
1978-0542-01-18,3/29/2019 19:30,Alive,Fair,"Saguaro Inventory 2019, VN, 2/15/19",,,,,,
1978-0542-01-17,,,,,2/26/2020 13:55,15.6,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
1978-0542-01-17,,,,,2/23/2015 0:00,13.5,feet,,feet,0 arms. 0 buds.
1978-0542-01-17,,,,,12/8/2012 13:49,12.2,feet,12.9,feet,0 arms. ahp.
1978-0542-01-17,5/24/1999 0:00,Alive,,,,,,,,
1978-0542-01-17,12/19/2005 0:00,Alive,,Inventoried/Retagged.,,,,,,
1978-0542-01-17,11/28/2012 12:17,Alive,,Inventoried/Retagged.,,,,,,
1978-0542-01-17,12/8/2012 0:00,Alive,Excellent,Inventoried/Retagged. Not caged. ahp.,,,,,,
1978-0542-01-17,1/4/2013 0:00,Alive,Excellent,Not caged. ahp.,,,,,,
1978-0542-01-17,10/7/2013 17:09,Alive,Excellent,Not caged. ahp.,,,,,,
1978-0542-01-17,2/23/2015 0:00,Alive,Excellent,Not caged. Old herbivory.,,,,,,
1978-0542-01-17,2/25/2015 0:01,Alive,Excellent,Not caged. Old herbivory.,,,,,,
1978-0542-01-17,12/21/2015 23:31,Alive,Excellent,Not caged. Old herbivory.,,,,,,
1978-0542-01-17,3/23/2017 20:32,Alive,Good,"Not caged. Old herbivory. Undated. Saguaro Inventory 2017, Not caged, Healed herbivory, VN, 2/17/17.",,,,,,
1978-0542-01-17,2/26/2018 15:20,Alive,Excellent,"Saguaro Inventory 2018, VN, 2/26/18.",,,,,,
1978-0542-01-17,3/29/2019 19:31,Alive,Excellent,"Saguaro Inventory 2019, VN, 2/15/19",,,,,,
1978-0542-01-16,,,,,2/26/2020 13:55,12.4,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
1978-0542-01-16,,,,,2/23/2015 0:00,11.2,feet,,feet,0 arms. 0 buds.
1978-0542-01-16,,,,,12/8/2012 14:02,10,feet,9.8,feet,0 arms. ahp.
1978-0542-01-16,5/24/1999 0:00,Alive,,,,,,,,
1978-0542-01-16,12/19/2005 0:00,Alive,,Inventoried/Retagged.,,,,,,
1978-0542-01-16,11/28/2012 12:17,Alive,,Inventoried/Retagged.,,,,,,
1978-0542-01-16,12/8/2012 0:00,Alive,Excellent,Inventoried/Retagged. Not caged. Termite damage at base. ahp.,,,,,,
1978-0542-01-16,10/7/2013 17:08,Alive,Excellent,Inventoried/Retagged. Not caged. Termite damage at base. ahp.,,,,,,
1978-0542-01-16,2/23/2015 0:00,Alive,Excellent,Not caged. No herbivory.,,,,,,
1978-0542-01-16,2/25/2015 0:01,Alive,Excellent,Not caged. No herbivory.,,,,,,
1978-0542-01-16,3/23/2017 20:32,Alive,Good,"Not caged. No herbivory. Undated. Saguaro Inventory 2017, Not caged, Healed herbivory, VN, 2/17/17.",,,,,,
1978-0542-01-16,2/26/2018 15:20,Alive,Excellent,"Saguaro Inventory 2018, VN, 2/26/18.",,,,,,
1978-0542-01-16,3/29/2019 19:30,Alive,Excellent,"Saguaro Inventory 2019, VN, 2/15/19",,,,,,
1978-0542-01-15,,,,,2/26/2020 13:54,26.9,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
1978-0542-01-15,,,,,2/26/2018 15:20,25.8,feet,,feet,4 arms. 0 buds.
1978-0542-01-15,,,,,2/25/2015 0:00,25.95,feet,,feet,4 arms. 0 buds.
1978-0542-01-15,,,,,1/4/2013 16:50,23.8,feet,19.6,feet,4 arms. jbt
