Accession Planting,Inventory Date,Status,Condition,Measurement Date,Height,Height Unit,DBH,DBH Unit,Measurement Note
2018-0110-01-11,2/13/2018 22:46,Alive,Fair,,,,,,
2018-0110-01-11,2/26/2018 0:00,Alive,Fair,,,,,,
2018-0110-01-10,,,,2/26/2020 13:46,0.8,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2018-0110-01-10,,,,3/29/2019 19:14,0.6666667,feet,,feet,"Measured during Saguaro Inventory 2019, VN, 2/15/176"
2018-0110-01-10,,,,2/13/2018 0:00,8,inches,,inches,
2018-0110-01-10,2/6/2018 0:00,Alive,,,,,,,
2018-0110-01-10,2/10/2018 23:01,Alive,,,,,,,
2018-0110-01-10,2/13/2018 0:00,Alive,Good,,,,,,
2018-0110-01-10,2/21/2018 0:00,Alive,Good,,,,,,
2018-0110-01-1,,,,2/26/2020 13:45,0.5,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2018-0110-01-1,,,,3/29/2019 19:15,0.4375,feet,,feet,"Measured during Saguaro Inventory 2019, VN, 2/15/195"
2018-0110-01-1,,,,2/9/2018 0:00,3.5,inches,,inches,
2018-0110-01-1,2/6/2018 0:00,Alive,,,,,,,
2018-0110-01-1,2/7/2018 9:46,Alive,,,,,,,
2018-0110-01-1,2/9/2018 0:00,Alive,Excellent,,,,,,
2018-0098-10-1,,,,2/26/2020 13:46,0.5625,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2018-0098-10-1,,,,3/29/2019 19:14,0.5416667,feet,,feet,"Measured during Saguaro Inventory 2019, VN, 2/15/184"
2018-0098-10-1,2/27/2018 0:00,Alive,Good,,,,,,
2018-0098-10-1,7/27/2018 0:00,Alive,Good,,,,,,
2018-0098-10-1,7/27/2018 0:01,Alive,Good,,,,,,
2018-0054-01-2,,,,2/26/2020 13:47,0.3,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2018-0054-01-2,2/15/2018 0:00,Alive,Good,,,,,,
2018-0054-01-2,2/27/2019 0:00,Alive,Good,,,,,,
2018-0054-01-2,2/27/2019 23:02,Alive,Good,,,,,,
2018-0054-01-1,,,,2/26/2020 13:44,0.5,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2018-0054-01-1,2/15/2018 0:00,Alive,Good,,,,,,
2018-0054-01-1,2/27/2019 0:00,Alive,Good,,,,,,
2018-0054-01-1,2/27/2019 23:02,Alive,Good,,,,,,
2018-0040-01-3,,,,2/26/2020 13:45,9.3,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2018-0040-01-3,,,,2/13/2018 0:00,9.3,feet,,feet,
2018-0040-01-3,2/8/2018 0:00,Alive,Good,,,,,,
2018-0040-01-3,2/13/2018 22:46,Alive,Good,,,,,,
2018-0040-01-3,3/29/2019 19:36,Alive,Fair,,,,,,
2018-0040-01-2,,,,2/26/2020 13:45,4.3,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2018-0040-01-2,,,,2/13/2018 0:00,52,inches,,inches,
2018-0040-01-2,,,,2/13/2018 0:00,52,inches,,inches,Measured western (and tallest) trunk.
2018-0040-01-2,2/8/2018 0:00,Alive,Good,,,,,,
2018-0040-01-2,3/19/2018 15:04,Alive,Good,,,,,,
2018-0040-01-2,3/29/2019 19:36,Alive,Good,,,,,,
2018-0040-01-1,,,,2/26/2020 13:46,3.6,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2018-0040-01-1,,,,2/13/2018 0:00,45,inches,,inches,
2018-0040-01-1,2/8/2018 0:00,Alive,Good,,,,,,
2018-0040-01-1,3/19/2018 15:04,Alive,Good,,,,,,
2018-0040-01-1,3/29/2019 19:36,Alive,Excellent,,,,,,
2018-0026-01-9,,,,2/26/2020 13:45,1.8,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2018-0026-01-9,,,,3/29/2019 19:13,1.7083333,feet,,feet,"Measured during Saguaro Inventory 2019, VN, 2/15/93"
2018-0026-01-9,,,,2/7/2018 0:00,18,inches,,inches,
2018-0026-01-9,1/30/2018 0:00,Alive,Good,,,,,,
2018-0026-01-9,2/6/2018 14:46,Alive,Good,,,,,,
2018-0026-01-9,2/7/2018 0:00,Alive,Excellent,,,,,,
2018-0026-01-8,,,,2/26/2020 13:45,0.7,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2018-0026-01-8,,,,3/29/2019 19:14,0.5833333,feet,,feet,"Measured during Saguaro Inventory 2019, VN, 2/15/182"
2018-0026-01-8,,,,2/7/2018 0:00,5.5,inches,,inches,
2018-0026-01-8,1/30/2018 0:00,Alive,Good,,,,,,
2018-0026-01-8,2/6/2018 14:46,Alive,Good,,,,,,
2018-0026-01-8,2/7/2018 0:00,Alive,Excellent,,,,,,
2018-0026-01-7,,,,2/26/2020 13:45,0.7,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2018-0026-01-7,,,,3/29/2019 19:14,0.625,feet,,feet,"Measured during Saguaro Inventory 2019, VN, 2/15/178"
2018-0026-01-7,,,,2/7/2018 0:00,6.5,inches,,inches,
2018-0026-01-7,1/30/2018 0:00,Alive,Good,,,,,,
2018-0026-01-7,2/6/2018 14:46,Alive,Good,,,,,,
2018-0026-01-7,2/7/2018 0:00,Alive,Excellent,,,,,,
2018-0026-01-6,,,,2/26/2020 13:45,0.5,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2018-0026-01-6,,,,3/29/2019 19:15,0.4583333,feet,,feet,"Measured during Saguaro Inventory 2019, VN, 2/15/193"
2018-0026-01-6,,,,2/7/2018 0:00,4,inches,,inches,
2018-0026-01-6,1/30/2018 0:00,Alive,Good,,,,,,
2018-0026-01-6,2/6/2018 14:46,Alive,Good,,,,,,
2018-0026-01-6,2/7/2018 0:00,Alive,Excellent,,,,,,
2018-0026-01-5,,,,2/13/2018 0:00,2,inches,,inches,
2018-0026-01-5,1/30/2018 0:00,Alive,Good,,,,,,
2018-0026-01-5,2/6/2018 14:46,Alive,Good,,,,,,
2018-0026-01-5,2/13/2018 0:00,Alive,Excellent,,,,,,
2018-0026-01-5,2/14/2019 0:00,Dead,,,,,,,
2018-0026-01-4,,,,2/26/2020 13:45,0.1,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2018-0026-01-4,,,,3/29/2019 19:15,0.0833333,feet,,feet,"Measured during Saguaro Inventory 2019, VN, 2/15/206"
2018-0026-01-4,,,,2/13/2018 0:00,1,inches,,inches,
2018-0026-01-4,1/30/2018 0:00,Alive,Good,,,,,,
2018-0026-01-4,2/6/2018 14:46,Alive,Good,,,,,,
2018-0026-01-4,2/13/2018 0:00,Alive,Good,,,,,,
2018-0026-01-3,,,,2/26/2020 13:45,0.3,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2018-0026-01-3,,,,3/29/2019 19:15,0.2083333,feet,,feet,"Measured during Saguaro Inventory 2019, VN, 2/15/204"
2018-0026-01-3,,,,2/13/2018 0:00,2,inches,,inches,
2018-0026-01-3,1/30/2018 0:00,Alive,Good,,,,,,
2018-0026-01-3,2/6/2018 14:46,Alive,Good,,,,,,
2018-0026-01-3,2/13/2018 0:00,Alive,Excellent,,,,,,
2018-0026-01-2,,,,2/26/2020 13:45,0.5,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2018-0026-01-2,,,,3/29/2019 19:15,0.375,feet,,feet,"Measured during Saguaro Inventory 2019, VN, 2/15/199"
2018-0026-01-2,,,,2/14/2018 0:00,3,inches,,inches,
2018-0026-01-2,1/30/2018 0:00,Alive,Good,,,,,,
2018-0026-01-2,2/6/2018 14:46,Alive,Good,,,,,,
2018-0026-01-2,2/14/2018 0:00,Alive,Excellent,,,,,,
2018-0026-01-10,,,,2/26/2020 13:45,1.3,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2018-0026-01-10,,,,3/29/2019 19:14,1,feet,,feet,"Measured during Saguaro Inventory 2019, VN, 2/15/148"
2018-0026-01-10,,,,2/9/2018 0:00,11,inches,,inches,
2018-0026-01-10,1/30/2018 0:00,Alive,Good,,,,,,
2018-0026-01-10,2/6/2018 14:46,Alive,Good,,,,,,
2018-0026-01-10,2/9/2018 0:00,Alive,Poor,,,,,,
2018-0026-01-10,2/26/2018 0:00,Alive,Poor,,,,,,
2018-0026-01-1,,,,2/26/2020 13:45,1.7,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2018-0026-01-1,,,,3/29/2019 19:13,1.5833333,feet,,feet,"Measured during Saguaro Inventory 2019, VN, 2/15/107"
2018-0026-01-1,,,,2/7/2018 0:00,17.5,inches,,inches,
2018-0026-01-1,1/30/2018 0:00,Alive,Good,,,,,,
2018-0026-01-1,2/6/2018 14:46,Alive,Good,,,,,,
2018-0026-01-1,2/7/2018 0:00,Alive,Good,,,,,,
2017-0569-01-5,,,,2/26/2020 13:45,0.8,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2017-0569-01-5,,,,3/29/2019 19:14,0.75,feet,,feet,"Measured during Saguaro Inventory 2019, VN, 2/15/169"
2017-0569-01-5,,,,2/14/2018 0:00,7.5,inches,,inches,
2017-0569-01-5,10/3/2017 0:00,Alive,Good,,,,,,
2017-0569-01-5,10/3/2017 23:31,Alive,Good,,,,,,
2017-0569-01-5,2/14/2018 0:00,Alive,Good,,,,,,
2017-0569-01-4,,,,2/26/2020 13:45,1,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2017-0569-01-4,,,,3/29/2019 19:14,0.875,feet,,feet,"Measured during Saguaro Inventory 2019, VN, 2/15/158"
2017-0569-01-4,,,,2/14/2018 0:00,8.5,inches,,inches,
2017-0569-01-4,10/3/2017 0:00,Alive,Good,,,,,,
2017-0569-01-4,10/3/2017 23:31,Alive,Good,,,,,,
2017-0569-01-4,2/14/2018 0:00,Alive,Fair,,,,,,
2017-0569-01-4,2/26/2018 0:00,Alive,Fair,,,,,,
2017-0569-01-3,,,,2/26/2020 13:45,0.8,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2017-0569-01-3,,,,3/29/2019 19:14,0.8333333,feet,,feet,"Measured during Saguaro Inventory 2019, VN, 2/15/163"
2017-0569-01-3,,,,2/14/2018 0:00,8,inches,,inches,
2017-0569-01-3,10/3/2017 0:00,Alive,Good,,,,,,
2017-0569-01-3,10/3/2017 23:31,Alive,Good,,,,,,
2017-0569-01-3,2/14/2018 0:00,Alive,Fair,,,,,,
2017-0569-01-3,2/26/2018 0:00,Alive,Fair,,,,,,
2017-0569-01-2,,,,2/26/2020 13:45,0.6,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2017-0569-01-2,,,,3/29/2019 19:14,0.5833333,feet,,feet,"Measured during Saguaro Inventory 2019, VN, 2/15/181"
2017-0569-01-2,,,,2/14/2018 0:00,6.5,inches,,inches,
2017-0569-01-2,10/3/2017 0:00,Alive,Good,,,,,,
2017-0569-01-2,10/3/2017 23:31,Alive,Good,,,,,,
2017-0569-01-2,2/14/2018 0:00,Alive,Good,,,,,,
2017-0569-01-1,,,,2/26/2020 13:45,0.9,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2017-0569-01-1,,,,3/29/2019 19:14,0.7083333,feet,,feet,"Measured during Saguaro Inventory 2019, VN, 2/15/173"
2017-0569-01-1,,,,2/14/2018 0:00,8,inches,,inches,
2017-0569-01-1,10/3/2017 0:00,Alive,Good,,,,,,
2017-0569-01-1,10/3/2017 23:31,Alive,Good,,,,,,
2017-0569-01-1,2/14/2018 0:00,Alive,Good,,,,,,
2017-0114-01-1,,,,2/26/2020 13:45,6.9,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2017-0114-01-1,,,,2/13/2018 0:00,78,inches,,inches,
2017-0114-01-1,4/7/2017 0:00,Alive,Good,,,,,,
2017-0114-01-1,4/20/2017 13:46,Alive,Good,,,,,,
2017-0114-01-1,5/12/2017 16:24,Alive,Good,,,,,,
2017-0114-01-1,2/13/2018 0:00,Alive,Excellent,,,,,,
2017-0114-01-1,3/29/2019 19:36,Alive,Good,,,,,,
2017-0099-01-9,,,,2/26/2020 13:44,1.3,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2017-0099-01-9,,,,3/29/2019 19:14,1.0833333,feet,,feet,"Measured during Saguaro Inventory 2019, VN, 2/15/143"
2017-0099-01-9,,,,2/15/2017 0:00,10,inches,,inches,
2017-0099-01-9,1/24/2017 0:00,Alive,Good,,,,,,
2017-0099-01-9,2/14/2017 22:46,Alive,Good,,,,,,
2017-0099-01-9,3/23/2017 20:10,Alive,Excellent,,,,,,
2017-0099-01-9,2/26/2018 15:23,Alive,Good,,,,,,
2017-0099-01-8,,,,2/26/2020 13:44,0.8,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2017-0099-01-8,,,,3/29/2019 19:14,0.8333333,feet,,feet,"Measured during Saguaro Inventory 2019, VN, 2/15/162"
2017-0099-01-8,,,,3/23/2017 20:10,0.38,feet,,feet,"Measured during Saguaro Inventory 2017, VN, 2/17/17."
2017-0099-01-8,1/24/2017 0:00,Alive,Good,,,,,,
2017-0099-01-8,2/14/2017 22:46,Alive,Good,,,,,,
2017-0099-01-8,3/23/2017 20:09,Alive,Excellent,,,,,,
2017-0099-01-8,2/26/2018 15:23,Alive,Excellent,,,,,,
2017-0099-01-7,,,,2/26/2020 13:44,0.6,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2017-0099-01-7,,,,3/29/2019 19:14,0.5833333,feet,,feet,"Measured during Saguaro Inventory 2019, VN, 2/15/180"
2017-0099-01-7,,,,2/15/2017 0:00,4,inches,,inches,
2017-0099-01-7,1/24/2017 0:00,Alive,Good,,,,,,
2017-0099-01-7,2/14/2017 22:46,Alive,Good,,,,,,
2017-0099-01-7,3/23/2017 20:09,Alive,Excellent,,,,,,
2017-0099-01-7,2/26/2018 15:23,Alive,Good,,,,,,
2017-0099-01-6,,,,2/26/2020 13:46,1,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2017-0099-01-6,,,,3/23/2017 20:09,0.83,feet,,feet,"Measured during Saguaro Inventory 2017, VN, 2/17/17."
2017-0099-01-6,1/24/2017 0:00,Alive,Good,,,,,,
2017-0099-01-6,2/14/2017 22:46,Alive,Good,,,,,,
2017-0099-01-6,3/23/2017 20:09,Alive,Excellent,,,,,,
2017-0099-01-6,2/26/2018 15:23,Alive,Excellent,,,,,,
2017-0099-01-6,2/28/2018 0:00,Alive,Fair,,,,,,
2017-0099-01-6,2/27/2019 0:00,Alive,Fair,,,,,,
2017-0099-01-6,2/27/2019 23:01,Alive,Fair,,,,,,
2017-0099-01-5,,,,2/26/2020 13:44,1.56,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2017-0099-01-5,,,,3/29/2019 19:13,1.3333333,feet,,feet,"Measured during Saguaro Inventory 2019, VN, 2/15/125"
2017-0099-01-5,,,,3/23/2017 20:09,1,feet,,feet,"Measured during Saguaro Inventory 2017, VN, 2/17/17."
2017-0099-01-5,1/24/2017 0:00,Alive,Good,,,,,,
2017-0099-01-5,2/14/2017 22:46,Alive,Good,,,,,,
2017-0099-01-5,3/23/2017 20:09,Alive,Excellent,,,,,,
2017-0099-01-5,2/26/2018 15:23,Alive,Excellent,,,,,,
2017-0099-01-4,,,,2/26/2020 13:46,0.8,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2017-0099-01-4,,,,3/23/2017 20:09,0.58,feet,,feet,"Measured during Saguaro Inventory 2017, VN, 2/17/17."
2017-0099-01-4,1/24/2017 0:00,Alive,Good,,,,,,
2017-0099-01-4,2/14/2017 22:46,Alive,Good,,,,,,
2017-0099-01-4,3/23/2017 20:09,Alive,Excellent,,,,,,
2017-0099-01-4,2/26/2018 15:23,Alive,Excellent,,,,,,
2017-0099-01-4,2/28/2018 0:00,Alive,Excellent,,,,,,
2017-0099-01-4,2/27/2019 0:00,Alive,Excellent,,,,,,
2017-0099-01-4,2/27/2019 23:01,Alive,Excellent,,,,,,
2017-0099-01-3,,,,2/26/2020 13:45,0.7,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2017-0099-01-3,,,,3/29/2019 19:14,0.625,feet,,feet,"Measured during Saguaro Inventory 2019, VN, 2/15/177"
2017-0099-01-3,,,,3/23/2017 20:09,0.5,feet,,feet,"Measured during Saguaro Inventory 2017, VN, 2/17/17."
2017-0099-01-3,1/24/2017 0:00,Alive,Good,,,,,,
2017-0099-01-3,2/14/2017 22:46,Alive,Good,,,,,,
2017-0099-01-3,3/23/2017 20:09,Alive,Excellent,,,,,,
2017-0099-01-3,2/26/2018 15:23,Alive,Excellent,,,,,,
2017-0099-01-2,,,,2/26/2020 13:44,0.52,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2017-0099-01-2,,,,3/29/2019 19:15,0.375,feet,,feet,"Measured during Saguaro Inventory 2019, VN, 2/15/198"
2017-0099-01-2,,,,3/23/2017 20:09,0.2,feet,,feet,"Measured during Saguaro Inventory 2017, VN, 2/17/17."
2017-0099-01-2,1/24/2017 0:00,Alive,Good,,,,,,
2017-0099-01-2,2/14/2017 22:46,Alive,Good,,,,,,
2017-0099-01-2,3/23/2017 20:09,Alive,Excellent,,,,,,
2017-0099-01-2,2/26/2018 15:23,Alive,Excellent,,,,,,
2017-0099-01-19,,,,2/26/2020 13:45,0.875,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2017-0099-01-19,,,,3/29/2019 19:14,0.7916667,feet,,feet,"Measured during Saguaro Inventory 2019, VN, 2/15/165"
2017-0099-01-19,,,,2/17/2017 0:00,0.5,feet,,feet,"Saguaro Inventory 2017, VN, 2-17-17."
2017-0099-01-19,2/17/2017 0:00,Alive,Excellent,,,,,,
2017-0099-01-19,2/27/2017 0:00,Alive,,,,,,,
2017-0099-01-19,3/27/2017 23:16,Alive,,,,,,,
2017-0099-01-19,2/26/2018 15:23,Alive,Excellent,,,,,,
2017-0099-01-18,,,,2/26/2020 13:45,1.1,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2017-0099-01-18,,,,3/29/2019 19:14,1.1041667,feet,,feet,"Measured during Saguaro Inventory 2019, VN, 2/15/140"
2017-0099-01-18,,,,2/17/2017 0:00,0.8,feet,,feet,"Measured during Saguaro Inventory 2017, VN, 2-17-17."
2017-0099-01-18,2/27/2017 0:00,Alive,,,,,,,
2017-0099-01-18,3/27/2017 0:00,Alive,Excellent,,,,,,
2017-0099-01-18,3/29/2017 17:16,Alive,Excellent,,,,,,
2017-0099-01-18,2/26/2018 15:23,Alive,Excellent,,,,,,
2017-0099-01-17,,,,2/26/2020 13:45,1.33,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2017-0099-01-17,,,,3/29/2019 19:14,1.0416667,feet,,feet,"Measured during Saguaro Inventory 2019, VN, 2/15/145"
2017-0099-01-17,,,,2/17/2017 0:00,0.9,feet,,feet,"Measured during 2017 Saguaro Inventory, VN, 2-17-17."
2017-0099-01-17,2/17/2017 0:00,Alive,Excellent,,,,,,
2017-0099-01-17,2/27/2017 0:00,Alive,,,,,,,
2017-0099-01-17,3/29/2017 17:16,Alive,,,,,,,
2017-0099-01-17,2/26/2018 15:23,Alive,Excellent,,,,,,
2017-0099-01-16,,,,2/26/2020 13:45,0.3,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2017-0099-01-16,,,,3/29/2019 19:15,0.25,feet,,feet,"Measured during Saguaro Inventory 2019, VN, 2/15/203"
2017-0099-01-16,,,,3/23/2017 20:09,0.25,feet,,feet,"Measured during Saguaro Inventory 2017, VN, 2/17/17."
2017-0099-01-16,2/16/2017 0:00,Alive,Good,,,,,,
2017-0099-01-16,2/16/2017 23:16,Alive,Good,,,,,,
2017-0099-01-16,3/23/2017 20:09,Alive,Excellent,,,,,,
2017-0099-01-16,2/26/2018 15:23,Alive,Excellent,,,,,,
2017-0099-01-15,,,,2/26/2020 13:45,1.25,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2017-0099-01-15,,,,3/29/2019 19:14,1.125,feet,,feet,"Measured during Saguaro Inventory 2019, VN, 2/15/137"
2017-0099-01-15,,,,3/23/2017 20:09,0.7,feet,,feet,"Measured during Saguaro Inventory 2017, VN, 2/17/17."
2017-0099-01-15,2/9/2017 0:00,Alive,Excellent,,,,,,
2017-0099-01-15,2/16/2017 23:16,Alive,Excellent,,,,,,
2017-0099-01-15,3/23/2017 20:09,Alive,Excellent,,,,,,
2017-0099-01-15,2/26/2018 15:23,Alive,Good,,,,,,
2017-0099-01-14,,,,2/26/2020 13:45,0.7,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2017-0099-01-14,,,,3/29/2019 19:14,0.6666667,feet,,feet,"Measured during Saguaro Inventory 2019, VN, 2/15/174"
2017-0099-01-14,,,,3/23/2017 20:09,0.4,feet,,feet,"Measured during Saguaro Inventory 2017, VN, 2/17/17."
2017-0099-01-14,2/9/2017 0:00,Alive,Excellent,,,,,,
2017-0099-01-14,2/15/2017 23:01,Alive,Excellent,,,,,,
2017-0099-01-14,3/23/2017 20:09,Alive,Good,,,,,,
2017-0099-01-14,2/26/2018 15:22,Alive,Good,,,,,,
2017-0099-01-13,,,,2/26/2020 13:45,1.1,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2017-0099-01-13,,,,3/29/2019 19:14,1.0416667,feet,,feet,"Measured during Saguaro Inventory 2019, VN, 2/15/144"
2017-0099-01-13,,,,2/15/2017 0:00,10,inches,,inches,
2017-0099-01-13,2/9/2017 0:00,Alive,Excellent,,,,,,
2017-0099-01-13,2/14/2017 22:46,Alive,Excellent,,,,,,
2017-0099-01-13,3/23/2017 20:09,Alive,Excellent,,,,,,
2017-0099-01-13,2/26/2018 15:22,Alive,Good,,,,,,
2017-0099-01-12,,,,2/26/2020 13:44,0.9,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2017-0099-01-12,,,,3/29/2019 19:14,0.75,feet,,feet,"Measured during Saguaro Inventory 2019, VN, 2/15/168"
2017-0099-01-12,,,,2/15/2017 0:00,7,inches,,inches,
2017-0099-01-12,2/9/2017 0:00,Alive,Excellent,,,,,,
2017-0099-01-12,2/14/2017 22:46,Alive,Excellent,,,,,,
2017-0099-01-12,3/23/2017 20:09,Alive,Excellent,,,,,,
2017-0099-01-12,2/26/2018 15:22,Alive,Good,,,,,,
2017-0099-01-11,,,,2/26/2020 13:44,0.9,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2017-0099-01-11,,,,3/29/2019 19:14,0.9166667,feet,,feet,"Measured during Saguaro Inventory 2019, VN, 2/15/154"
2017-0099-01-11,,,,2/15/2017 0:00,9,inches,,inches,
2017-0099-01-11,2/9/2017 0:00,Alive,Excellent,,,,,,
2017-0099-01-11,2/14/2017 22:46,Alive,Excellent,,,,,,
2017-0099-01-11,3/23/2017 20:09,Alive,Poor,,,,,,
2017-0099-01-11,2/26/2018 15:22,Alive,Fair,,,,,,
2017-0099-01-10,,,,2/26/2020 13:44,0.5,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2017-0099-01-10,,,,3/29/2019 19:14,0.5833333,feet,,feet,"Measured during Saguaro Inventory 2019, VN, 2/15/179"
2017-0099-01-10,,,,2/15/2017 0:00,4,inches,,inches,
2017-0099-01-10,1/24/2017 0:00,Alive,Good,,,,,,
2017-0099-01-10,2/14/2017 22:46,Alive,Good,,,,,,
2017-0099-01-10,3/23/2017 20:09,Alive,Excellent,,,,,,
2017-0099-01-10,2/26/2018 15:22,Alive,Good,,,,,,
2017-0099-01-1,,,,2/26/2020 13:44,1,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2017-0099-01-1,,,,3/29/2019 19:14,0.9166667,feet,,feet,"Measured during Saguaro Inventory 2019, VN, 2/15/153"
2017-0099-01-1,,,,3/23/2017 20:09,0.67,feet,,feet,"Measured during Saguaro Inventory 2017, VN, 2/17/17."
2017-0099-01-1,1/24/2017 0:00,Alive,Good,,,,,,
2017-0099-01-1,2/14/2017 22:45,Alive,Good,,,,,,
2017-0099-01-1,3/23/2017 20:09,Alive,Excellent,,,,,,
2017-0099-01-1,2/26/2018 15:22,Alive,Excellent,,,,,,
2017-0098-01-5,1/26/2017 0:00,Alive,Good,,,,,,
2017-0098-01-4,1/26/2017 0:00,Alive,Good,,,,,,
2017-0098-01-3,1/26/2017 0:00,Alive,Good,,,,,,
2017-0098-01-2,,,,2/26/2020 13:44,4.2,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2017-0098-01-2,,,,3/23/2017 20:09,3.75,feet,,feet,"Measured during Saguaro Inventory 2017, VN, 2/17/17."
2017-0098-01-2,1/26/2017 0:00,Alive,Good,,,,,,
2017-0098-01-2,2/14/2017 22:45,Alive,Good,,,,,,
2017-0098-01-2,3/23/2017 20:09,Alive,Excellent,,,,,,
2017-0098-01-2,2/26/2018 15:45,Alive,Excellent,,,,,,
2017-0098-01-2,3/29/2019 19:36,Alive,Good,,,,,,
2017-0098-01-1,,,,2/26/2020 13:44,4.7,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2017-0098-01-1,,,,3/23/2017 20:09,4.2,feet,,feet,"Measured during Saguaro Inventory 2017, VN, 2/17/17."
2017-0098-01-1,1/26/2017 0:00,Alive,Good,,,,,,
2017-0098-01-1,2/14/2017 22:46,Alive,Good,,,,,,
2017-0098-01-1,3/23/2017 20:09,Alive,Good,,,,,,
2017-0098-01-1,2/26/2018 15:45,Alive,Good,,,,,,
2017-0098-01-1,3/29/2019 19:36,Alive,Good,,,,,,
2016-0474-01-5,,,,2/26/2020 13:44,2.8,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2016-0474-01-5,,,,3/29/2019 19:12,2.5833333,feet,,feet,"Measured during Saguaro Inventory 2019, VN, 2/15/43"
2016-0474-01-5,,,,3/23/2017 20:42,2.2,feet,,feet,"Measured during Saguaro Inventory 2017, VN, 2/17/17."
2016-0474-01-5,9/28/2016 0:00,Alive,Good,,,,,,
2016-0474-01-5,10/18/2016 23:46,Alive,Good,,,,,,
2016-0474-01-5,3/23/2017 20:42,Alive,Excellent,,,,,,
2016-0474-01-5,2/26/2018 15:22,Alive,Excellent,,,,,,
2016-0474-01-4,,,,2/26/2020 13:44,2.9,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2016-0474-01-4,,,,3/23/2017 20:42,2,feet,,feet,"Measured during Saguaro Inventory 2017, VN, 2/17/17."
2016-0474-01-4,9/28/2016 0:00,Alive,Good,,,,,,
2016-0474-01-4,10/18/2016 23:46,Alive,Good,,,,,,
2016-0474-01-4,3/23/2017 20:42,Alive,Excellent,,,,,,
2016-0474-01-4,2/26/2018 15:22,Alive,Excellent,,,,,,
2016-0474-01-4,3/29/2019 19:36,Alive,Good,,,,,,
2016-0474-01-3,,,,2/26/2020 13:44,2.4,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2016-0474-01-3,,,,3/29/2019 19:12,2.4166667,feet,,feet,"Measured during Saguaro Inventory 2019, VN, 2/15/55"
2016-0474-01-3,,,,3/23/2017 20:42,2.2,feet,,feet,"Measured during Saguaro Inventory 2017, VN, 2/17/17."
